1			
2	1	0x100874	
3			
4			
5	2	0x100874	2001:0:0:fe00::
6			
7	3	0x49174e	2001:0:0:fe00::
8	7	0x49174e	2001:0:0:fe00::
9			
10			
11	8	0xc789b0	2001:0:0:fe00::
12	7	0xc789b0	
